epoch,loss,val_loss
0,0.5289179086685181,0.04425735026597977
1,0.02649848908185959,0.01483441237360239
2,0.012656830251216888,0.009846915490925312
3,0.008759751915931702,0.007337202783674002
4,0.00683668814599514,0.006013351492583752
5,0.00575052248314023,0.005173894576728344
6,0.00503156753256917,0.004584680311381817
7,0.004504604265093803,0.004142435267567635
8,0.0040951082482934,0.003787539666518569
9,0.003770263399928808,0.003502417588606477
10,0.0035101757384836674,0.0032776088919490576
11,0.003305707825347781,0.003099330235272646
12,0.003147589508444071,0.0029657057020813227
13,0.0030225245282053947,0.0028637300711125135
14,0.002924063941463828,0.002779010683298111
15,0.002847980009391904,0.002711610635742545
16,0.0027882293798029423,0.0026581506244838238
17,0.0027405638247728348,0.0026142813730984926
18,0.002702052006497979,0.0025769334752112627
19,0.0026704242918640375,0.002547038020566106
20,0.002643854357302189,0.002522006630897522
21,0.0026211438234895468,0.0025003135669976473
22,0.0026016761548817158,0.0024810635950416327
23,0.0025847172364592552,0.002462934236973524
24,0.0025698125828057528,0.0024461597204208374
25,0.002556621329858899,0.0024314222391694784
26,0.0025447923690080643,0.0024188878014683723
27,0.002534044673666358,0.0024079633876681328
28,0.0025242327246814966,0.0023980194237083197
29,0.0025152238085865974,0.0023887024726718664
30,0.0025068153627216816,0.002379857236519456
31,0.0024991112295538187,0.0023717270232737064
32,0.0024921116419136524,0.002364473883062601
33,0.002485668985173106,0.0023579965345561504
34,0.0024797101505100727,0.0023521871771663427
35,0.0024741999804973602,0.0023469263687729836
36,0.002469112863764167,0.0023421538062393665
37,0.002464426914229989,0.0023378622718155384
38,0.0024601106997579336,0.0023340643383562565
39,0.0024561192840337753,0.0023307527881115675
40,0.0024524026084691286,0.002327878028154373
41,0.002448915271088481,0.0023253178223967552
42,0.0024456214159727097,0.002322925953194499
43,0.0024424998555332422,0.002320581115782261
44,0.002439538948237896,0.0023182022850960493
45,0.0024367389269173145,0.0023157529067248106
46,0.002434099791571498,0.0023132283240556717
47,0.0024316187482327223,0.0023106688167899847
48,0.0024292943999171257,0.0023081679828464985
49,0.002427120925858617,0.002305817324668169
50,0.0024250976275652647,0.0023036713246256113
51,0.0024232175201177597,0.0023017621133476496
52,0.0024214640725404024,0.0023000838700681925
53,0.0024198098108172417,0.0022985152900218964
54,0.0024182074703276157,0.002296804916113615
55,0.002416609087958932,0.002294795587658882
56,0.0024150146637111902,0.002292684279382229
57,0.0024134770501405,0.0022907094098627567
58,0.0024120225571095943,0.002288923831656575
59,0.0024106488563120365,0.002287328941747546
60,0.0024093419779092073,0.00228591775521636
61,0.002408090280368924,0.002284660702571273
62,0.0024068839848041534,0.002283505629748106
63,0.0024057249538600445,0.0022824183106422424
64,0.0024046164471656084,0.0022814010735601187
65,0.0024035610258579254,0.002280461136251688
66,0.0024025514721870422,0.002279589418321848
67,0.0024015798699110746,0.002278773346915841
68,0.0024006401654332876,0.0022779887076467276
