epoch,train_loss,val_loss,learning_rate
1,0.18251287082538886,0.05380173474550247,0.001
2,0.03577507714576581,0.026334945112466812,0.0009993070929904524
3,0.0246094280086896,0.02193707711994648,0.0009986146661010288
4,0.021227550966774717,0.019836561754345894,0.0009979227189990504
5,0.019510976531926322,0.01868149861693382,0.0009972312513520693
6,0.018553587881957784,0.018840528279542922,0.0009965402628278675
7,0.021076005609596476,0.017714908346533775,0.0009958497530944577
8,0.01806455642423209,0.017013633623719215,0.0009951597218200825
9,0.017243863959961078,0.01696451399475336,0.000994470168673214
10,0.016724288956645655,0.016897403076291083,0.0009937810933225543
11,0.016239790519809023,0.01585985589772463,0.0009930924954370355
12,0.015745735727250576,0.015549722500145436,0.000992404374685818
13,0.015336147564298967,0.015111206844449044,0.0009917167307382927
14,0.015214514754274312,0.01512771137058735,0.0009910295632640787
15,0.01502363131765057,0.014933435618877411,0.0009903428719330242
16,0.014861687360440983,0.014992313645780086,0.0009896566564152065
17,0.015026564271572758,0.014796562492847443,0.000988970916380931
18,0.014731676975155579,0.015370340459048748,0.000988285651500732
19,0.014827628729536253,0.014866083115339278,0.000987600861445372
20,0.014498644398854059,0.014472690783441067,0.0009869165458858413
21,0.014391366228022996,0.014393542893230915,0.0009862327044933587
22,0.014339206301990677,0.014960349537432194,0.0009855493369393703
23,0.014539278167135575,0.01455660369247198,0.0009848664428955501
24,0.014382457360625267,0.014334255643188954,0.0009841840220337996
25,0.014216294786071075,0.01436047125607729,0.0009835020740262478
26,0.014225944328834028,0.0143146688118577,0.0009828205985452506
27,0.014132274917381652,0.014396273158490657,0.000982139595263391
28,0.01421544755644658,0.014374610967934132,0.0009814590638534788
29,0.014087848529657897,0.01421763114631176,0.0009807790039885508
30,0.014064730418955578,0.014372830279171467,0.0009800994153418702
31,0.014312381089171943,0.014213350415229798,0.0009794202975869264
32,0.01407056619577548,0.01408566404134035,0.0009787416503974353
33,0.013979049673413528,0.014187601022422313,0.0009780634734473388
34,0.013966163675136426,0.014078238420188427,0.0009773857664108047
35,0.013907424557734938,0.014046157337725162,0.0009767085289622266
36,0.013959648854592267,0.013995432667434216,0.0009760317607762238
37,0.0138937704374685,0.014008517935872078,0.000975355461527641
38,0.013899233137421748,0.01395433135330677,0.0009746796308915481
39,0.013819986954331398,0.01390873473137617,0.0009740042685432402
40,0.013867598958313465,0.01405781451612711,0.0009733293741582374
41,0.013870903619510285,0.013893878273665904,0.0009726549474122847
42,0.013759694007389685,0.01383020356297493,0.0009719809879813517
43,0.013839766492738444,0.01400041077286005,0.0009713074955416325
44,0.013830143355709664,0.013851427286863328,0.0009706344697695457
45,0.01373294516302207,0.013752739876508713,0.0009699619103417339
46,0.013670326429693139,0.01371095459908247,0.0009692898169350641
47,0.013656074783819564,0.013818285427987576,0.0009686181892266267
48,0.013953862985705627,0.013825065828859806,0.0009679470268937364
49,0.01370204848182552,0.01371073555201292,0.0009672763296139311
50,0.01359544716337148,0.013702565431594848,0.0009666060970649722
51,0.013597689240294345,0.013669988140463829,0.0009659363289248445
