epoch,train_loss,val_loss,learning_rate
52,0.013585769242661841,0.01377099920064211,0.0009652670248717559
53,0.013583336025476456,0.013667022064328193,0.0009645981845841373
54,0.013522603384712163,0.013647511415183545,0.0009639298077406421
55,0.013525723260553443,0.01362302266061306,0.0009632618940201468
56,0.0134802398217075,0.013598563708364963,0.0009625944431017503
57,0.01348535398788312,0.01361427828669548,0.0009619274546647736
58,0.013506924569168511,0.01364038959145546,0.0009612609283887602
59,0.013493624132345705,0.013629916682839393,0.0009605948639534755
60,0.013468877850648235,0.01358834132552147,0.0009599292610389068
61,0.013431039748384672,0.013577971421182156,0.0009592641193252632
62,0.013442075756542823,0.013569138385355473,0.0009585994384929754
63,0.013423629707711585,0.013553036749362946,0.0009579352182226954
64,0.01342136155375663,0.013569672405719758,0.0009572714581952965
65,0.01344441929284264,0.013551413826644421,0.0009566081580918732
66,0.013444207225214033,0.01353964414447546,0.0009559453175937411
67,0.013415550429593115,0.013556399010121822,0.0009552829363824362
68,0.013425803031114972,0.013545530289411545,0.0009546210141397158
69,0.013444476815707544,0.013958972692489625,0.0009539595505475571
70,0.013610475806190687,0.013841700553894044,0.0009532985452881579
71,0.013534100616679472,0.013549276255071163,0.0009526379980439363
72,0.01362117483992787,0.013817670010030269,0.0009519779084975304
73,0.013495263205293347,0.013577748462557793,0.0009513182763317981
74,0.01341417755055077,0.01354059185832739,0.0009506591012298171
75,0.01337048992076341,0.013521279767155647,0.0009500003828748849
76,0.013349296525120735,0.013530218414962292,0.0009493421209505181
77,0.013351231703863424,0.013505480624735356,0.0009486843151404528
78,0.013357183567303069,0.013512152992188931,0.0009480269651286442
79,0.013333624064484063,0.013515381328761577,0.0009473700705992666
80,0.013406089178341277,0.013519864529371262,0.0009467136312367128
81,0.013319500557640019,0.013502626866102218,0.0009460576467255948
82,0.013331496430670513,0.013547181710600853,0.0009454021167507426
83,0.013314925024614614,0.013501195795834064,0.0009447470409972049
84,0.01328811449382235,0.013508164882659912,0.0009440924191502487
85,0.01327685168122544,0.013515573553740978,0.0009434382508953589
86,0.013275460887919454,0.013494139350950719,0.0009427845359182382
87,0.013271722942590714,0.01349831372499466,0.0009421312739048075
88,0.013269387130789897,0.013567189313471317,0.0009414784645412049
89,0.013305744046674055,0.013532910123467445,0.0009408261075137863
90,0.01330582216820296,0.013529039546847343,0.0009401742025091247
91,0.013276600443265018,0.013480005227029324,0.0009395227492140104
92,0.013277964337783702,0.01347954273223877,0.0009388717473154507
93,0.013316086657783565,0.013645073771476746,0.0009382211965006697
94,0.013335827464128243,0.013496385701000691,0.0009375710964571084
95,0.013269699397770798,0.01349901407957077,0.0009369214468724241
96,0.01324243498418261,0.013545345887541771,0.0009362722474344908
97,0.013245929854319376,0.013534745946526528,0.0009356234978313986
98,0.013232305317240603,0.013525526225566863,0.0009349751977514539
99,0.013193748069598395,0.013486464880406857,0.0009343273468831789
100,0.013224373571574688,0.013486477546393871,0.0009336799449153116
101,0.013225549558068024,0.013616034388542175,0.0009330329915368058
102,0.013234830571009833,0.01348483357578516,0.0009323864864368308
103,0.013269301503896713,0.013554698042571544,0.0009317404293047713
104,0.0132103721227716,0.01351549681276083,0.0009310948198302273
105,0.013178992139942506,0.013530974090099335,0.0009304496577030135
106,0.013220126192797632,0.013489029556512832,0.0009298049426131601
107,0.013242624042665256,0.013651451654732227,0.0009291606742509115
108,0.013265769545208006,0.013560706190764904,0.0009285168523067271
109,0.01320543315480737,0.013481512293219566,0.0009278734764712808
110,0.013145023354274385,0.013469994254410266,0.0009272305464354606
111,0.01313029443297316,0.013489696383476257,0.0009265880618903689
112,0.013129680472261766,0.013462572731077671,0.0009259460225273221
113,0.0131036664961892,0.013477371446788311,0.0009253044280378503
114,0.013079100233667037,0.013469687849283218,0.0009246632781136976
115,0.01308891735970974,0.013495106622576714,0.0009240225724468214
116,0.013096082681680428,0.013550689630210399,0.0009233823107293929
117,0.013278474099934101,0.01353811863809824,0.0009227424926537963
118,0.013352734365445726,0.013684326596558095,0.0009221031179126292
119,0.013409564545487656,0.013601361215114594,0.000921464186198702
120,0.01326878763297025,0.013670288026332855,0.0009208256972050379
121,0.01314909038517405,0.01354732345789671,0.000920187650624873
122,0.013093975810881923,0.013504011370241643,0.0009195500461516561
123,0.013077726861571564,0.013514105044305325,0.0009189128834790479
124,0.013066294109996627,0.013486294634640216,0.0009182761623009217
125,0.013035275315975441,0.013508599996566773,0.000917639882311363
126,0.013111254583825083,0.013686004839837552,0.0009170040432046691
127,0.013140653424403247,0.01354271937161684,0.0009163686446753492
128,0.013101392699515118,0.013514768332242966,0.0009157336864181241
129,0.013060272397363888,0.013509123213589191,0.0009150991681279262
130,0.013021804940174608,0.013536225818097592,0.0009144650894998993
131,0.013040646691532695,0.01349346861243248,0.0009138314502293983
132,0.012989955022931099,0.013494201749563218,0.0009131982500119893
133,0.012957649853299646,0.01346732284873724,0.0009125654885434496
134,0.012954931432271706,0.013479604385793209,0.0009119331655197667
135,0.012939676094581099,0.01349751502275467,0.0009113012806371392
136,0.012919699554057681,0.013472967594861985,0.0009106698335919761
137,0.012894315590315005,0.013489365950226784,0.0009100388240808968
138,0.012904922642252025,0.013472938165068626,0.0009094082518007308
139,0.012887272545519997,0.013490656949579715,0.0009087781164485177
140,0.012902793255360687,0.013489198312163353,0.0009081484177215071
141,0.012881122036453556,0.013523301668465137,0.0009075191553171584
142,0.01289223474176491,0.01345838326960802,0.0009068903289331405
143,0.012870003578855711,0.01349309217184782,0.0009062619382673319
144,0.012861560920582098,0.013450336642563343,0.0009056339830178203
145,0.012880324221709195,0.01349050123244524,0.0009050064628829029
146,0.012920326608068803,0.013492841832339763,0.0009043793775610856
147,0.012954276164664942,0.013521237485110759,0.0009037527267510833
148,0.012931493987493655,0.013502308167517185,0.0009031265101518198
149,0.012830899644862203,0.013453955762088299,0.0009025007274624275
150,0.012793658356017926,0.01346789114177227,0.0009018753783822471
151,0.012786757694009472,0.013470626063644886,0.0009012504626108277
152,0.012774770093314788,0.013448572345077991,0.0009006259798479267
153,0.012772264232968582,0.013493108004331589,0.0009000019297935095
154,0.012758067644694272,0.0135096725076437,0.0008993783121477493
155,0.012748205431682222,0.01343496646732092,0.0008987551266110271
156,0.012756051714805997,0.013454782217741013,0.0008981323728839316
157,0.012785408700651982,0.013470710813999176,0.0008975100506672588
158,0.012820093618596302,0.013591413758695126,0.0008968881596620121
159,0.012784493648830582,0.013464104570448398,0.0008962666995694021
160,0.012783330043449122,0.013484593853354454,0.0008956456700908465
161,0.012714867370531839,0.013498861715197564,0.0008950250709279697
162,0.01267506176715388,0.013453024439513683,0.0008944049017826029
163,0.012647998409674448,0.013438409566879273,0.0008937851623567841
164,0.012637126971693599,0.013438485749065875,0.0008931658523527575
165,0.012639456866856883,0.013492926210165023,0.0008925469714729738
166,0.012634235105532058,0.013458345830440522,0.0008919285194200898
167,0.01270032559028443,0.013513794355094432,0.0008913104958969683
168,0.012683341663111658,0.013490487262606621,0.0008906929006066781
169,0.01265388453269706,0.013496892526745796,0.0008900757332524936
170,0.01264051693108152,0.013566366583108901,0.0008894589935378948
171,0.012685341596165123,0.01351541094481945,0.0008888426811665674
172,0.01265733250800301,0.013514685817062855,0.0008882267958424022
173,0.012638193171690492,0.013516384363174438,0.0008876113372694951
174,0.012600229669581442,0.013510669209063053,0.0008869963051521472
175,0.012563587495071046,0.0133920107036829,0.0008863816991948645
176,0.01254100281306926,0.0134670065715909,0.0008857675191023578
177,0.012536225840449333,0.01346731074154377,0.0008851537645795422
178,0.01252098534913624,0.013433570973575115,0.0008845404353315377
179,0.012487680706031182,0.013443819433450698,0.0008839275310636683
180,0.012458154109909254,0.013459903933107854,0.0008833150514814622
181,0.012474516242304268,0.013437536172568798,0.0008827029962906518
182,0.01244924946085495,0.013445749878883362,0.0008820913651971735
183,0.012438692316851196,0.013431668281555176,0.0008814801579071671
184,0.012425871620721677,0.013430541940033435,0.0008808693741269762
185,0.01243372173870311,0.013459439016878605,0.0008802590135631479
186,0.012431199278901605,0.01344339344650507,0.0008796490759224327
187,0.012444370481021264,0.013486996665596962,0.000879039560911784
188,0.01243432704359293,0.013472309149801732,0.0008784304682383587
189,0.012458153014235637,0.013496480882167816,0.0008778217976095163
190,0.012504556490217937,0.013596260547637939,0.0008772135487328191
191,0.012626232743701515,0.013552002795040607,0.0008766057213160321
192,0.012519053073928636,0.013506516814231873,0.0008759983150671228
193,0.012418625821523806,0.013494600728154182,0.000875391329694261
194,0.01237381950897329,0.013500233925879002,0.0008747847649058188
195,0.012379666845149854,0.013522136397659779,0.0008741786204103702
196,0.012339501039070241,0.013465254567563534,0.0008735728959166913
197,0.012302441522479057,0.013507960923016071,0.0008729675911337599
198,0.012331192107761608,0.013579544611275196,0.0008723627057707555
199,0.012300453751402743,0.013543706387281418,0.0008717582395370592
200,0.012314012548064484,0.013469254411756993,0.0008711541921422531
201,0.012307108544251499,0.013539780862629414,0.0008705505632961211
202,0.012299610247068545,0.013469483144581318,0.0008699473527086477
203,0.01228729690260747,0.01351306177675724,0.0008693445600900186
204,0.01225715853712138,0.013428772054612636,0.0008687421851506202
205,0.012232150498996763,0.013477718271315099,0.0008681402276010398
